Date,Month,Day,Year,Day_name,url,Warm_Up,A,B
2022-10-14,October,14,2022,Friday,https://www.crossfitinvictus.com/wod/October-14-2022-performance/,".
One set of:
Kettlebell Farmer’s Carry x 200m
Followed by…
Two sets of:
Kettlebell Side Bend
x 10 reps per side
Kettlebell Suitcase Deadlift x 10 reps per side
Double Kettlebell Sumo Deadlift x 10 reps
Then…","Every 3 minutes, for 18 minutes (6 sets):
Deadlift x 2 reps @ 87.5% of 1-RM","Complete as many rounds and reps as possible in 10 minutes of:
10 Box Jumps (24″/20″ – step down)
10 Toes to Bar
10 Alternating Reverse Lunges (50/35 lb DBs)"
2022-10-15,October,15,2022,Saturday,https://www.crossfitinvictus.com/wod/October-15-2022-performance/,".
One set of:
Row x 3 minutes at 70-80% effort
Over-Under Hip Opener
x 3 reps in each direction
Followed by…
Two sets of:
“Dumbbell Clean Warm-up”
Squeeze Dumbbell Romanian Deadlift x 6 reps
Single-Arm Dumbbell Hang Power Clean x 3 reps per side
Pause Push-Press x 3 reps per side
Then…","In teams of four, complete three full rounds for time of:
Station 1 – 600/500 Meter Row
Station 2 – 20 Single-Arm Kettlebell Push Presses* + Front-Racked Kettlebell Hold
Station 3 – 30/20 Calories of Assault Bike
Station 4 – 20 Dumbbell Thrusters + Overhead Dumbbell Hold (35/25 lbs)
Teammates at the kettlebell and dumbbell stations must maintain the holding position until their partners on the rower and bike have completed the assigned work. Teams may only rotate stations once all four members have completed their assigned station.
*24/16 kg – one in front rack, the other pressing; 10 reps each arm.",
2022-10-17,October,17,2022,Monday,https://www.crossfitinvictus.com/wod/October-17-2022-performance/,".
Two sets of:
Row x 250m
Walking Lunges x 25 steps
Followed by…
Two sets of:
Dumbbell Romanian Deadlift x 8 reps
Broad Jump x 3 reps
Prone Plank x 30 seconds
Then…","Every 4 minutes, for 20 minutes (5 sets) for times:
12 Deadlifts (135/95 lbs)
12 Power Cleans (135/95 lbs)
12 Alternating Reverse Lunges (135/95 lbs)","Every 90 seconds, for 12 minutes (2 sets of each):
Station 1 – 60 seconds of Prone Swimmers
https://youtu.be/nRR5ANg9YOI
Station 2 – 60 seconds of Side-Plank Hold (Left Side)
Station 3 – 60 seconds of Band Pull-Aparts
Station 4 – 60 seconds of Side-Plank Hold (Right Side)"
2022-10-18,October,18,2022,Tuesday,https://www.crossfitinvictus.com/wod/October-18-2022-performance/,".
Two sets of:
Slider Seal Walk x 25ft forwards, 25ft backwards
Supinated Passive Hang on Pull-up Bar x 30 seconds
Followed by…
Two sets of:
Kettlebell Waiter’s Carry x 50ft per arm
Standing Kettlebell March x 10 steps
Then…","Every 3 minutes, for 15 minutes (5 sets):
Strict Overhead Press x 8 reps
*Sets 1-2: 90-95% of 8-RM from last week
*Sets 3-4: 85-90% of 8-RM
*Set 5: Max Reps @ 85% of 8-RM
*Note: If you do not know your 8-RM overhead press, use today to establish an 8-RM during these 15 minutes instead of the sets and reps above.","“Strict JT”
Complete rounds of 21, 15 and 9 reps for time of:
Strict Handstand Push-Ups
Strict Ring Dips
Strict Push-Ups"
2022-10-19,October,19,2022,Wednesday,https://www.crossfitinvictus.com/wod/October-19-2022-performance/,".
One set, increasing pace as you go, of:
Row x 90 seconds
Assault Bike x 90 seconds
Row x 60 seconds
Assault Bike x 60 seconds
Followed by…
Two sets of:
Kip Swing x 10 reps
Nose-to-wall Handstand Hold x 20 seconds
Double Dumbbell Deadlift x 10 reps
Then…","Every 2 minutes, for 30 minutes (3 sets of each):
Station 1 – 400/300 Meter Row
Station 2 – 6 Wall Walks
Station 3 – 30/20 Calories of Assault Bike
Station 4 – 30 Toes to Bar
Station 5 – 12 Devil’s Presses (50/35 lbs)",
2022-10-20,October,20,2022,Thursday,https://www.crossfitinvictus.com/wod/October-20-2022-performance/,".
Two sets of:
Jump Rope x 60 seconds (may practice double-unders, but not required)
Robo Dog
x 20 steps forward, 20 steps backwards
Followed by…
Two sets of:
Snatch Grip, Barbell-Behind-Neck Strict or Push Press x 10 reps
Snatch Grip, Barbell Overhead Reverse Lunge x 10 steps
Broad Jump x 3 reps
Then…","Every 90 seconds, for 6 minutes (4 sets):
Hang Snatch + Snatch
*Sets 1-2 = 1 rep @ 80% of 1-RM Snatch
*Sets 3-4 = 1 rep @ 85% of 1-RM Snatch
Immediately followed by…
Every 90 seconds, for 9 minutes (6 sets):
Snatch x 1 rep
(Start at 90% of 1-RM Snatch and build to a heavy snatch for the day. If you miss the same weight twice, end your snatch session.)","Five rounds for time of:
10 Hang Power Snatches (95/65 lbs)
30 Double-Unders"
2022-10-21,October,21,2022,Friday,https://www.crossfitinvictus.com/wod/October-21-2022-performance/,".
One set of:
Assault Bike x 5 mins at moderate pace
Followed by…
One set of:
“Weight Plate Squat Warm-up”
Heels-elevated T-Spine Rotations x 3 per side
Heels-elevated Flex and Extend x 3 reps
Front Foot Elevated Split Split Squats x 6 reps per side
Plate Elevated Cossack Squats x 6 reps per side
Tempo Plate Squats x 3 reps @ 32X1
Then…","Every 2 minutes, for 12 minutes (6 sets):
Front Squat
*Set 1 – 3 reps @ 75%
*Set 2 – 2 reps @ 80%
*Set 3 – 1 rep @ 85%
*Set 4 – 1 rep @ 90%
*Set 5 – 1 rep @ 95%
*Set 6 – 3 reps @ 90%","“Charley Horse”
For time:
50/35 Calories of Assault Bike (or 75/50 Calories of Rowing on Concept 2)
25 Front Squats (175/115 lbs)
25 Burpee Box Jump-Overs (24″/20″)
*Barbell should start from the ground.
Compare results to July 8, 2022"
2022-10-22,October,22,2022,Saturday,https://www.crossfitinvictus.com/wod/October-22-2022-performance/,".
Two sets of:
Farmer’s Carry x 100ft
Run x 200m
Followed by…
Two sets of:
Scapular Pull-up x 10 reps
Reverse Lunge with Kettlebell in Goblet Hold x 10 reps
Then…","“LFGSD”
In teams of two, alternate complete rounds and complete as many rounds as possible in 40 minutes of:
60-Foot Walking Lunges with Kettlebell Farmer’s Carry (32/24 kg)
400 Meter Run
10 Strict Pull-Ups
60-Foot Walking Lunges with Kettlebell Farmer’s Carry (32/24 kg)",
2022-10-24,October,24,2022,Monday,https://www.crossfitinvictus.com/wod/October-24-2022-performance/,".
Two sets of:
Run x 300m
Passive Supinated Grip Hang on Pull-up Bar x 60 seconds
Prone Plank x 30 seconds
Followed by…
Two sets of:
Front Rack Kettlebell Carry x 50ft
Front Rack + Left Kettlebell Overhead Carry x 50ft
Front Rack + Right Kettlebell Overhead Carry x 50ft
Double Kettlebell Overhead Carry x 50ft
Then…","Six sets of:
Unsupported Seated Strict Press x 2-3 reps
(sit on a bench without back support and press the barbell from shoulder to overhead)
Rest 2-3 minutes
Build to today’s 3-RM.","Complete as many rounds and reps as possible in 12 minutes of:
4 Dumbbell Devil’s Presses (50/35 lbs)
8 Toes to Bar
12 Dumbbell Push Presses (50/35 lbs)"
2022-10-25,October,25,2022,Tuesday,https://www.crossfitinvictus.com/wod/October-25-2022-performance/,".
Two sets of:
Row x 250m
Dive-Bomber Push-up x 10 reps
Plank Shoulder Taps
x 20 reps, alternating
Followed by…
Two sets of:
Assault Bike x 60 seconds
Hollow Hold x 30 seconds
Wall Walk x 1-2 reps
Then…","Two sets for max calories/reps of:
3 minutes of Assault Bike
Rest 2 minutes
3 minutes of Wall Walks
Rest 2 minutes
3 minutes of Rowing or Ski Erg
Rest 2 minutes
3 minutes of Burpee Box Jump-Overs (24″/20″)
Rest 2 minutes",
2022-10-26,October,26,2022,Wednesday,https://www.crossfitinvictus.com/wod/October-26-2022-performance/,".
One set of:
“General Rowing Warm-up”
One set of:
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
One set of:
Scapular Pull-up x 10 reps
Single Arm Dumbbell Push Press x 10 reps
Dumbbell Goblet Squat x 8 reps
Kip Swing x 8 reps
Burpee x 6 reps
Single Arm Dumbbell Thruster x 6 reps per side
Then…","“Jackie”
For time:
Row 1000 Meters
50 Thrusters (20/15 kg)
30 Pull-Ups
Compare results to August 29, 2022.
Rest until relatively recovered, and then…","Three sets of:
Bulgarian Split Squats x 8 reps each leg @ 3111
Rest 45 seconds after each leg
Strict Handstand Push-Ups x 8-10 reps @ 2011
(if you aren’t capable of this rep scheme yet, break up your reps and try to accumulate 8-10 reps in 60 seconds or less)
Rest 90 seconds"
2022-10-27,October,27,2022,Thursday,https://www.crossfitinvictus.com/wod/October-27-2022-performance/,".
Two sets of:
Run x 200m
Scapular Pull-up x 10 reps
Bodyweight Walking Lunge x 20 steps
Followed by…
Two sets of:
“Dumbbell Clean Warm-up”
Squeeze Dumbbell Romanian Deadlift x 6 reps
Single-Arm Dumbbell Hang Power Clean x 6 reps per side
Pause Push-Press x 6 reps per side
Then…","“Winfield”
Every 8 minutes, for 32 minutes (4 sets) for times:
800 Meter Run
20 Pull-Ups
10 Power Cleans (175/125 lbs)
Compare results to May 25, 2022.",
2022-10-28,October,28,2022,Friday,https://www.crossfitinvictus.com/wod/October-28-2022-performance/,".
One set of:
Jump Rope x 2 minutes
*you may use this time to practice double-unders or you may otherwise get warm with regular jumps, single leg, or side-to-side jumps
Followed by…
Two sets of:
Farmer’ Carry x 100ft
Double Kettlebell Sumo Deadlift x 10 reps
Pike Pulse
x 10 reps
Then…","Every 3 minutes, for 15 minutes (5 sets):
Deadlift x 2 reps @ 90% of 1-RM","Complete as many rounds and reps as possible in 10 minutes of:
40 Double-Unders
20 Alternating Pistols"
2022-10-29,October,29,2022,Saturday,https://www.crossfitinvictus.com/wod/October-29-2022-performance/,".
One set of:
Run x 400m at an easy to moderate pace
Followed by…
Two sets of:
Dumbbell Suitcase Carry x 50ft per arm
Dumbbell Side Bend x 15 per side
Bodyweight Walking Lunge x 20 steps
Followed by…
Two sets of:
Single-Arm Dumbbell Floor Press x 10 reps per arm
Single-Arm Devil’s Press x 5 reps per arm
Then…","“Team Pink Ribbon”
Complete as many rounds and reps as possible in 40 minutes of:
400 Meter Run with Dumbbells (together)
20 Walking Lunges with Farmer’s Carry (50/35 lb DBs; each partner, on works while the other rests)
20 Dumbbell Floor Presses (50/35 lb DBs; each partner, on works while the other rests)
10 Devil’s Presses (50/35 lb DBs; each partner, on works while the other rests)
In honor of the many women and families who have been impacted by Breast Cancer. We can do more to protect the women in our lives that have given us so much. Please consider lending your support to the
National Breast Cancer Foundation
or any other charitable organization focused on helping women prevent, detect and/or combat breast cancer.",
2022-10-31,October,31,2022,Monday,https://www.crossfitinvictus.com/wod/October-31-2022-performance/,".
One set of:
Assault Bike x 90 seconds at an easy pace
Rest 30 seconds
Assault Bike x 60 seconds at a moderate pace
Rest 30 seconds
Assault Bike x 30 seconds at a hard pace
Followed by…
Two sets of:
Wall Ball Overhead Alternating Reverse Lunge x 20 steps
Wall Ball Shots x 10 reps
Broad Jump x 3 reps
Then…","Every minute, on the minute, for 10 minutes (10 sets):
Snatch
*Sets 1-5 = 2 reps @ 70% of 1-RM Snatch
*Sets 6-10 = 1 rep @ 75% of 1-RM Snatch","Five rounds for time of:
20 Wall Ball Shots (20/14 lbs to 10′)
5 Squat Snatches (135/95 lbs)"
2022-11-01,November,1,2022,Tuesday,https://www.crossfitinvictus.com/wod/November-1-2022-performance/,".
One set of:
Jump Rope x 2 minutes (may practice double-unders, single leg skips, hopping side to side, etc. Just stay moving)
Followed by…
Two sets of:
Slider Seal Walk x 25 ft forward, 25 ft backwards
Batwing Extensions
x 5 reps @ 3030 tempo
Followed by…
Two sets of:
Dumbbell Floor Press x 20 reps
Single Arm Dumbbell Row x 10 reps per side
Then…","Every 90 seconds, for 12 minutes (8 sets):
Bench Press x 3 reps @ 21X1
Use approximately 75% of your 1-RM, and focus on the speed of the concentric motion – from your chest to full lockout. You want to make that phase as quick and explosive as possible.","Five rounds for time of:
30 Double-Unders
10 Dumbbell Push Presses (50/35 lbs)
10 Toes to Bar"
2022-11-02,November,2,2022,Wednesday,https://www.crossfitinvictus.com/wod/November-2-2022-performance/,".
One set of:
Kettlebell Farmer’s Carry x 100m
Alternating Box Step-Up x 20 reps
Followed by…
Two sets of:
Kettlebell Suitcase Deadlift x 5 reps, right
Kettlebell Suitcase Carry x 50 ft, right
Kettlebell Suitcase Deadlift x 5 reps, left
Kettlebell Suitcase Carry x 50 ft, left
Kettlebell Swing x 10 reps
Then…","Every 2 minutes, for 24 minutes (8 sets):
Deadlift
*Set 1 – 8 reps @ 55%
*Set 2 – 6 reps @ 65%
*Set 3 – 4 reps @ 75%
*Set 4 – 2 reps @ 85%
*Set 5 – 1 rep @ 90%
*Set 6 – 1 rep @ 95%
*Set 7 – 1 rep @ 101%
*Set 8 – 1 rep @ 101-105%
Rest as needed
Build no heavier than mechanical failure. If you begin to lose positioning or proper mechanics, terminate the set immediately.","Complete as many rounds and reps as possible in 8 minutes of:
6 Deadlifts (225/155 lbs)
12 Box Jump-Overs (24″/20″)"
2022-11-03,November,3,2022,Thursday,https://www.crossfitinvictus.com/wod/November-3-2022-performance/,".
One set of:
“General Rowing Warm-Up”
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
Two sets of:
Jumping Pull-up x 6 reps (use a jump to assist you to get your chin over the bar)
Dive-bomber Push-up x 6 reps
Assault Bike x 6 calories
Then…","Every 6 minutes, for 36 minutes (2 sets) for times:
Station 1 – 1200/1000 Meter Row
Station 2 – 40 Burpee Pull-Ups
Station 3 – 90/60 Calories of Assault Bike
Please note your times for each station, giving you a total of 6 times, and then sum them for your overall result.",
2022-11-04,November,4,2022,Friday,https://www.crossfitinvictus.com/wod/November-4-2022-performance/,".
Two sets of:
Run x 200m
Bodyweight Walking Lunge x 20 steps.
Followed by…
One set of:
“Weight Plate Squat Warm-Up”
Heels-elevated T-Spine Rotations x 3 per side
Heels-elevated Flex and Extend x 6 reps
Front Foot Elevated Split Split Squats x 6 per side
Plate Elevated Cossack Squats x 6 per side
Tempo Plate Squats
x 3 reps @ 32X1
Then…","Every 2 minutes, for 12 minutes (6 sets):
Front Squat
*Set 1 – 3 reps @ 70%
*Set 2 – 2 reps @ 75%
*Set 3 – 1 rep @ 80%
*Set 4 – 1 rep @ 85%
*Set 5 – 1 rep @ 90%
*Set 6 – Max Reps @ 80%","For time:
1200 Meter Run
100-Foot Walking Lunges with DB/KB Farmer’s Carry (32/24 kg)
800 Meter Run
100-Foot Walking Lunges with DB/KB Farmer’s Carry (32/24 kg)
400 Meter Run"
2022-11-05,November,5,2022,Saturday,https://www.crossfitinvictus.com/wod/November-5-2022-performance/,".
Two sets of:
Assault Bike x 60 seconds, nasal breathing, easy pace
Assault Bike x 30 seconds, moderate to hard pace
Followed by…
Two sets of:
Dumbbell Waiter’s Carry x 50ft, right
Single-Arm Dumbbell Push Press x 5 reps, right
Dumbbell Waiter’s Carry x 50ft, left
Single-Arm Dumbbell Push Press x 5 reps, left
Dumbbell Romanian Deadlift x 10 reps (hold dumbbell by both heads)
Then…","For time:
40/30 Calories of Assault Bike
30 Strict Handstand Push-Ups
30 Alternating Dumbbell Snatches (50/35 lbs)
30 Push-Ups
30 Dumbbell Push Presses (50/35 lbs)
800 Meter Run
Rest until the running clock reaches 20:00, and REPEAT. Note times for both sets to comments.",
2022-11-07,November,7,2022,Monday,https://www.crossfitinvictus.com/wod/November-7-2022-performance/,".
One set of:
“General Rowing Warm-Up”
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
One set of:
“Barbell Squat Warm-Up”
Low-Loaded Horse Stance x 30 seconds
Low-Loaded Horse Stance Squats x 6 reps
Low-Loaded Cossack Squats x 6 reps per side
Side-Bends x 12 per side
Good Morning x 6 reps
Kang Squat x 6 reps
Back Squat x 6 reps
Then…","Take 20 minutes to build to a 1-RM Front Squat
Suggested sets:
*Set 1 – 3 reps @ 70%
*Set 2 – 2 reps @ 75%
*Set 3 – 1 rep @ 80%
*Set 4 – 1 rep @ 85%
*Set 5 – 1 rep @ 90%
*Set 6 – 1 rep @ 95%
*Set 7 – 1 rep @ 101%
*Set 8 – 1 rep @ 101+%
Compare results to June 6, 2022.","Every 4 minutes, for 16 minutes (4 sets) for times:
300/250 Meter Row
25 Wall Ball Shots (20/14 lbs)"
2022-11-08,November,8,2022,Tuesday,https://www.crossfitinvictus.com/wod/November-8-2022-performance/,".
“Mind Muscle” Complete Snatch Warm-Up
Followed by…
Two Sets w/ PVC or empty barbell:
5 Muscle Snatch, 5 Overhead Squat
4 Power Snatch, 4 Overhead Squat
3 Squat Snatch, 3 Snatch Balances
2 Squat Snatch, 2 Press in Receiving
*Every new line means take a short break before moving to the next movements”
Then…","Every 2 minutes, for 16 minutes (8 sets):
Snatch
*Sets 1-2 = 2 reps @ 70%
*Set 3 = 1 rep @ 75%
*Set 4 = 1 rep @ 80%
*Set 5 = 1 rep @ 85%
*Set 6 = 1 rep @ 89%
*Set 7 = 1 rep @ 92%
*Set 8 = 1 rep @ 95%","For time:
60/40 Calories of Assault Bike
30 Bar-Facing Burpees
15 Hang Power Snatches (155/105 lbs)"
2022-11-09,November,9,2022,Wednesday,https://www.crossfitinvictus.com/wod/November-9-2022-performance/,".
Two sets of:
Kettlebell Suitcase Deadlift x 5, right side
Kettlebell Suitcase Carry x 50 feet, right side
Kettlebell Suitcase Deadlift x 5, left side
Kettlebell Suitcase Carry x 50 feet, left side
Followed by…
Two sets of:
Assault Bike x 60 seconds
Kettlebell Sumo Deadlift x 12-20 reps
Then…","Every 3 minutes, for 24 minutes (4 sets of each) for times:
Station 1 – 400 Meter Run + 10 Deadlifts (275/185 lbs)
Station 2 – 250/200 Row + 12 Dumbbell Box Step-Overs (50/35 lb DBs; 20″ box)",
2022-11-10,November,10,2022,Thursday,https://www.crossfitinvictus.com/wod/November-10-2022-performance/,".
One set of:
Run x 400m, nasal breathing only
Followed by…
Two sets of:
Prone Pass Through
L-Seated Single Arm Dumbbell Press
x 8 reps per side
Then…","Every 2 minutes, for 10 minutes (5 sets) of:
Strict Overhead Press x 4 reps
*Sets 1-3: 75% of 1-RM
*Sets 4-5: 80-85% of 1-RM","Three rounds for time of:
30/20 Calories of Assault Bike
50 Double-Unders
20 Toes to Bar
Time Cap = 20 Minutes
Our goal stimulus is to make this a tough, steady push. Ideal times should be somewhere between 12 and 16 minutes. Please adjust the calories or repetitions as needed to maintain a pace that keeps your heart rate elevated and your movement consistent for approximately that duration of time."
2022-11-11,November,11,2022,Friday,https://www.crossfitinvictus.com/wod/November-11-2022-performance/,".
30 Calorie Assault Bike
Followed by…
Two to Three Sets w/ Little Rest:
Alternating Lateral Lunges or Cossack Squats x 12-14
Wall Climbs x 2-4
Followed by…
Two To Three Sets:
3-5 Thrusters
3-5 Burpees
Rest 30-60 seconds
Then…","“The Veteran”
Eleven rounds for time of:
400 Meter Run
11 Dumbbell Thrusters (50/35 lbs)
11 Burpees
If you’re not prepared for the volume of this tribute workout, please consider performing the advanced, intermediate or beginner options so that you can still show your support for our veterans.
Advanced Version of “The Veteran”
Eight rounds for time of:
400 Meter Run
11 Dumbbell Thrusters (50/35 lbs)
11 Burpees",
2022-11-12,November,12,2022,Saturday,https://www.crossfitinvictus.com/wod/November-12-2022-performance/,".
One Set of:
Sumo Stance Squats x 3 @3333 tempo
Regular Stance Squats x 3 @3333 tempo
Narrow Stance Toes Forward Squats x 3 @3333 tempo
Followed by…
Three sets of:
5-8
Prone Walkouts
10-15
Banded Bent-Over Rows
45-60
Second Bodyweight GHD Back Extension Hold
(or Superman Hold)
Rest as needed
Then…","Complete as many rounds and reps as possible in 8 minutes of:
15 Calories of Rowing, Ski Erg or Assault Bike
12 Dumbbell Deadlifts
9 Dumbbell Hang Power Cleans
6 Dumbbell Push Presses
Rest 2 minutes, and when the running clock reaches 10:00…
Complete as many rounds and reps as possible in 8 minutes of:
15 Calories of Rowing, Ski Erg or Assault Bike
5 Dumbbell Devil’s Presses
Rest 2 minutes, and when the running clock reaches 20:00…
Complete as many rounds and reps as possible in 8 minutes of:
15 Calories of Rowing, Ski Erg or Assault Bike
12 Front-Racked Dumbbell Lunges
9 Dumbbell Push Presses
Compare results to May 7, 2022.",
2022-11-14,November,14,2022,Monday,https://www.crossfitinvictus.com/wod/November-14-2022-performance/,".
One set of:
Run x 400m
Bodyweight Walking Lunge x 20 steps
Scapular Pull-up x 10 reps
Burpee Broad Jump x 5 reps
Followed by…
Two sets of:
Sprint x 30-Yards
Air Squat x 10 reps
Box Jump x 5 reps
Then…","“Remember Carter”
Complete as many rounds and reps as possible in 10 minutes of:
11 Pull-Ups
14 Box Jumps (24″/20″)
19 Air Squats
60-Yard Sprint (30 down and 30 back)","Three sets of:
Bulgarian Split Squats x 8-10 reps each leg @ 3011
Rest 30 seconds after each leg
Nordic Curls x 4-6 reps @ 4011
https://www.youtube.com/watch?
v=Go3-UMKs5KA
(use band assistance if needed in order to keep the hips fully extended throughout the movement)
Rest 60 Seconds
Bent-Over Double Kettlebell Rows x 8-10 reps @ 2111
(rotate palms from pronated at the bottom to supinated at the top)
Rest 60 seconds
“Remember Carter”
Carter Robert Couch was born on November 14, 2019. From the moment he was born to the day he went to heaven, he brought nothing but love, smiles and laughter to the world. Carter was a ball of energy that loved every aspect of life. He was caring, empathetic and the sweetest boy with a unique way of connecting emotionally with every person he came across. As the son of a baseball strength coach, he loved coming to the stadium to hit, throw and “workout” at daddy’s office. Hours upon hours were spent watching, playing and sharing smiles at the baseball stadium. Whether he was hitting homers, playing cars, reading or dancing, he did everything with a smile on his face. His laugh was contagious, and it would immediately brighten your day. He was deeply loved and showed his love by giving high fives, knucks and big bear hugs.
Carter started experiencing seizures he was 1.5. He was diagnosed with epilepsy and bravely fought off episodes over the past year. He went home to heaven on June 28 from complications with epilepsy. While we miss our little boy terribly, and the grief is beyond measure, we have hope and faith that we will see our smiling little boy again in heaven. We are humbled to honor Carter’s life and legacy with y’all as part of the November community workout. We simply ask that you think about our Carter throughout the workout and smile as big as you can while “running the bases” because that’s how Carter would do it. For those of you who are able, we’re asking that you consider a small donation to Carter’s epilepsy foundation page.
https://donate.epilepsy.com/
index.cfm?fuseaction=
donorDrive.personalCampaign&
participantID=55317
Their mission is to lead the fight in overcoming the challenges of living with epilepsy and to accelerate therapies to stop seizures. We hope that one day we will help find a cure so that no family has to endure what we are going through. I challenge you all to #CtheGood in the life that you have—life is too short not to. Carter saw the good in every day and in everyone. He found the good because he looked for it. Y’all should do the same!
– Matt Couch"
2022-11-15,November,15,2022,Tuesday,https://www.crossfitinvictus.com/wod/November-15-2022-performance/,".
One set of:
“General Run Warm-Up”
Approximately 50 feet each of:
High Knees
Over-the-fence, forwards
Over-the-fence, backwards
Bunny Hops
Suicides, remain forward facing throughout
followed immediately by…
Run x 200m
Followed by…
Two sets of:
Kettlebell Goblet Squat x 10 reps
Broad Jump x 5 reps
Then…","For time:
800 Meter Run
800 Meter Ski Erg or Row
800 Meter Run
40 Back Squats (155/105 lbs)
800 Meter Run
40 Burpee Broad Jumps (3′ minimum)
800 Meter Run
800 Meter Ski Erg or Row
800 Meter Run
Time Cap = 40:00 – please adjust distances accordingly
Compare results to March 16, 2022.
This workout mimics elements of a Hyrox race and will help individuals start to get a feel for pacing and approach. We’re excited about helping people prepare for recreational Hyrox races and showing up in force with Invictus members and followers at several upcoming races.",
2022-11-16,November,16,2022,Wednesday,https://www.crossfitinvictus.com/wod/November-16-2022-performance/,".
Two sets of:
Palloff Hold x 20 seconds per side
Glute Bridge Walkout
x 5 reps
Followed by…
One set, increasing pace as you go, of:
Row x 2 minutes
Kettlebell Goblet Hold Alternating Reverse Lunge x 20 reps
Row x 90 seconds
Kettebell Romanian Deadlift x 15 reps
Row x 60 seconds
Kettlebell Swing x 10 reps
Then…","“The Back 40”
For time:
50/40 Calories of Rowing on Concept 2
40 Deadlifts (225/155 lbs)
50/40 Calories of Rowing on Concept 2
Compare results to June 15, 2022.","Three sets of:
Barbell Hip Thrusts x 8 reps @ 2112
immediately followed by…
Barbell Hip Thrust Iso-Hold x 15-30 seconds
(hold the top position, creating maximal contraction of your glutes and hamstrings for as long as you can hold)
Rest 2 minutes"
2022-11-17,November,17,2022,Thursday,https://www.crossfitinvictus.com/wod/November-17-2022-performance/,".
Two sets of:
Jump Rope x 60 seconds (may use this time to practice double-unders)
Dumbbell Waiter’s Carry x 50ft per arm
Followed by…
One set of:
“Banded Pushing Warm-up”
Pallof hold x 30 seconds per side
Banded Press x 10 reps high, 10 reps chest level, 10 reps towards floor
Banded Tricep Extensions x 10 reps
Lat Press-Down x 10 reps
Then…","Three sets of:
1-1-2 Dumbbell Bench Press x 8-10 reps
https://www.youtube.com/watch?
v=Tb_NZDKGkvI
immediately followed by…
Banded Overhead Triceps Extension x 30 reps
Rest 60-90 seconds
Landmine Row x 6 reps each arm @ 21X0
Rest 60-90 seconds","Complete as many rounds and reps as possible in 15 minutes of:
10 Dumbbell Push Presses (50/35 lb DBs)
20 Anchored Sit-Ups
30 Double-Unders"
2022-11-18,November,18,2022,Friday,https://www.crossfitinvictus.com/wod/November-18-2022-performance/,".
Two sets of:
Assault Bike x 90 seconds at conversational pace
Frog Rocks
x 60 seconds
PVC Cross-Bench Pullover
x 60 seconds
Followed by…
Two sets of:
Barbell Kang Squat x 8 reps
“Depth Drop Series”
x 1 time through
Depth Drop x 1
Depth Drop + Max Height Jump x 2
Depth Drop + Broad Jump x 3
Then…","Every 2 minutes, for 20 minutes (10 sets):
Snatch x 1 rep
*Set 1 = 2 reps @ 70%
*Set 2 = 1 rep @ 75%
*Set 3 = 1 rep @ 80%
*Set 4 = 1 rep @ 85%
*Set 5 = 1 rep @ 88%
*Set 6 = 1 rep @ 91%
*Set 7 = 1 rep @ 94%
*Set 8 = 1 rep @ 97%
*Set 9 = 1 rep @ 99% or more
*Set 10 = 1 rep @ 101% or more
Compare results to July 5, 2022.","“Nancy”
Five rounds for time of:
Run 400 Meters
15 Overhead Squats (95/65 lbs)
Compare results to July 5, 2022."
2022-11-19,November,19,2022,Saturday,https://www.crossfitinvictus.com/wod/November-19-2022-performance/,".
One set of:
Row x 500m
Bodyweight Walking Lunge x 20 steps
Assault Bike x 2 minutes
Dive Bomber Push-Up x 10 reps
Followed by…
Two sets of:
Kettlebell Waiter’s Carry x 50ft per arm
Kettlebell Goblet Hold Alternating Reverse Lunge x 10 reps
Then…","Every 10 minutes, for 40 minutes (4 sets) for times of:
600/500 Meter Row
30 Front-Racked Kettlebell Alternating Reverse Lunges (24/16 kg)
30 Single-Arm Kettlebell Push Presses (24/16 kg – one in front rack, the other pressing; 15 reps each arm)
30/20 Calories of Assault Bike
Please customize the reps/calories such that you have at least 90 seconds to recover between sets.",
